id,cruise,day,time,depth,prs,lat,lon,temp,sal,cs137_f,cs137_f_err,cs134_f,cs134_f_err,cs137_s,cs137_s_err,cs134_s,cs134_s_err,source
P8,Tensei Maru KT-12-10,17-May-12,,1,1,36.500,141.000,15.00,32.87, 76.7 , 3.9 , 77.5 , 4.9 , 74.69 , 3.81 , 52.60 , 3.30 ,"Ken Buesseler, unpub."
P8,Tensei Maru KT-12-10,17-May-12,,20,20,36.500,141.000,14.33,34.44, 3.9 , 0.2 , 2.2 , 0.3 , 3.78 , 0.23 , 1.48 , 0.21 ,"Ken Buesseler, unpub."
P8,Tensei Maru KT-12-10,17-May-12,,50,50,36.500,141.000,11.87,34.34, 5.1 , 0.3 , 3.8 , 0.4 , 4.98 , 0.30 , 2.57 , 0.29 ,"Ken Buesseler, unpub."
P8,Tensei Maru KT-12-10,17-May-12,,100,100,36.500,141.000,8.33,33.95, 9.1 , 0.6 , 8.1 , 0.8 , 8.90 , 0.55 , 5.46 , 0.53 ,"Ken Buesseler, unpub."
P8,Tensei Maru KT-12-10,17-May-12,,150,150,36.500,141.000,7.46,33.84, 8.5 , 0.5 , 7.3 , 0.6 , 8.24 , 0.47 , 4.91 , 0.41 ,"Ken Buesseler, unpub."
P8,Tensei Maru KT-12-10,17-May-12,,200,200,36.500,141.000,6.81,33.77, 6.2 , 0.5 , 4.9 , 0.8 , 6.07 , 0.51 , 3.32 , 0.52 ,"Ken Buesseler, unpub."
P8,Tensei Maru KT-12-10,17-May-12,,290,290,36.500,141.000,6.69,33.77, 5.9 , 0.4 , 5.3 , 0.6 , 5.77 , 0.40 , 3.57 , 0.38 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,17-May-12,,1,1,36.000,141.327,16.60,33.77, 12.3 , 0.7 , 10.8 , 1.0 , 11.98 , 0.68 , 7.36 , 0.66 ,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,17-May-12,,1,1,35.456,141.613,22.70,34.34, 1.3 , 0.2 , bd ,, 1.29 , 0.24 ,bd,,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,17-May-12,,1,1,35.132,140.904,22.70,34.38, 1.3 , 0.3 , bd ,, 1.28 , 0.32 ,bd,,"Ken Buesseler, unpub."
transect,Tensei Maru KT-12-10,17-May-12,,1,1,34.989,140.280,19.60,34.17, 1.8 , 0.3 , bd ,, 1.72 , 0.26 ,bd,,"Ken Buesseler, unpub."
Pacific transect Sea Dragon,,,,,,,,,,,,,,,,,,
T2-01,Sea Dragon 2012,14-Jun-12,,1,1,33.400,150.407,20.2,34.6, 3.7 , 0.4 , 1.8 , 0.5 , 3.57 , 0.35 , 1.17 , 0.30 ,Yoshida et al. 2015 submitted GRL
T2-02,Sea Dragon 2012,16-Jun-12,,1,1,31.042,155.996,21.6,34.8, 3.5 , 0.3 , 1.4 , 0.4 , 3.37 , 0.27 , 0.89 , 0.23 ,Yoshida et al. 2015 submitted GRL
T2-03,Sea Dragon 2012,18-Jun-12,,1,1,30.191,160.428,25.2,35.1, 2.3 , 0.3 , 0.9 , 0.4 , 2.22 , 0.27 , 0.59 , 0.28 ,Yoshida et al. 2015 submitted GRL
T2-04,Sea Dragon 2012,20-Jun-12,,1,1,30.491,166.024,23,37.7, 5.5 , 0.3 , 4.2 , 0.3 , 5.32 , 0.27 , 2.65 , 0.22 ,Yoshida et al. 2015 submitted GRL
T2-05,Sea Dragon 2012,22-Jun-12,,1,1,29.192,170.464,24.6,35.1, 3.2 , 0.3 , 1.6 , 0.5 , 3.14 , 0.32 , 0.99 , 0.30 ,Yoshida et al. 2015 submitted GRL
T2-06,Sea Dragon 2012,24-Jun-12,,1,1,28.481,175.695,24.7,34.6, 2.8 , 0.3 , 1.4 , 0.4 , 2.71 , 0.29 , 0.87 , 0.28 ,Yoshida et al. 2015 submitted GRL
T2-07,Sea Dragon 2012,26-Jun-12,,1,1,29.954,179.213,24.8,35, 3.0 , 0.2 , 1.6 , 0.4 , 2.94 , 0.24 , 1.03 , 0.24 ,Yoshida et al. 2015 submitted GRL
T2-08,Sea Dragon 2012,27-Jun-12,,1,1,31.124,174.279,24.3,34.5, 5.5 , 0.3 , 3.9 , 0.3 , 5.29 , 0.25 , 2.43 , 0.21 ,Yoshida et al. 2015 submitted GRL
T2-09,Sea Dragon 2012,30-Jun-12,,1,1,27.883,169.592,25.6,35.4, 1.7 , 0.3 , bd ,, 1.62 , 0.25 ,bd,,Yoshida et al. 2015 submitted GRL
T2-10,Sea Dragon 2012,03-Jul-12,,1,1,24.384,164.814,25.5,35.3, 1.4 , 0.3 , bd ,, 1.35 , 0.28 ,bd,,Yoshida et al. 2015 submitted GRL
R/V Mirai cruise MR12-02,,,,,,,,,,,,,,,,,,
K2,Mirai  MR12-12,15-Jun-12,,1,1,45.472,159.880,,, 5.0 , 0.3 , 4.1 , 0.4 , 4.89 , 0.30 , 2.57 , 0.28 ,Yoshida et al. 2015 submitted GRL
KNOT,Mirai  MR12-12,17-Jun-12,,1,1,44.000,155.000,,, 4.3 , 0.5 , 3.7 , 0.7 , 4.21 , 0.47 , 2.34 , 0.45 ,Yoshida et al. 2015 submitted GRL
JKEO,Mirai  MR12-12,19-Jun-12,,1,1,37.917,146.417,,, 2.1 , 0.2 , 0.8 , 0.3 , 2.06 , 0.19 , 0.48 , 0.19 ,Yoshida et al. 2015 submitted GRL
JKEO#3,Mirai  MR12-12,19-Jun-12,,1,1,37.917,146.417,,, 4.3 , 0.3 , 2.5 , 0.5 , 4.20 , 0.34 , 1.58 , 0.31 ,Yoshida et al. 2015 submitted GRL
,Mirai  MR12-12,19-Jun-12,,1,1,36.365,145.868,,, 5.4 , 0.5 , 4.5 , 0.7 , 5.22 , 0.44 , 2.88 , 0.46 ,Yoshida et al. 2015 submitted GRL
,Mirai  MR12-12,20-Jun-12,,1,1,35.150,145.283,,, 1.3 , 0.4 , bd ,, 1.22 , 0.34 ,bd,,Yoshida et al. 2015 submitted GRL
,Mirai  MR12-12,23-Jun-12,,1,1,37.635,144.470,,, 2.6 , 0.4 , 1.5 , 0.6 , 2.55 , 0.37 , 0.95 , 0.37 ,Yoshida et al. 2015 submitted GRL
,Mirai  MR12-12,23-Jun-12,,1,1,37.225,142.597,,, 5.3 , 0.4 , 3.7 , 0.6 , 5.12 , 0.38 , 2.34 , 0.37 ,Yoshida et al. 2015 submitted GRL
ONA,Mirai  MR12-12,24-Jun-12,,1,1,36.898,140.888,,, 43.8 , 1.5 , 42.9 , 1.7 , 42.48 , 1.41 , 27.35 , 1.09 ,Yoshida et al. 2015 submitted GRL
S1,Mirai  MR12-12,28-Jun-12,,1,1,30.000,145.000,,, 3.3 , 0.4 , 2.0 , 0.6 , 3.17 , 0.36 , 1.28 , 0.36 ,Yoshida et al. 2015 submitted GRL
KEO,Mirai  MR12-12,03-Jul-12,,1,1,32.303,144.442,,, 1.6 , 0.2 , bd ,, 1.51 , 0.21 ,bd,,Yoshida et al. 2015 submitted GRL
,Mirai  MR12-12,05-Jul-12,,1,1,34.898,142.673,,, 1.7 , 0.2 , bd ,, 1.65 , 0.21 ,bd,,Yoshida et al. 2015 submitted GRL
,Mirai  MR12-12,06-Jul-12,,1,1,35.998,141.868,,, 1.2 , 0.2 , bd ,, 1.18 , 0.22 ,bd,,Yoshida et al. 2015 submitted GRL
F1,Mirai  MR12-12,07-Jul-12,,1,1,36.493,141.512,,, 15.8 , 0.8 , 14.7 , 1.0 , 15.26 , 0.73 , 9.20 , 0.63 ,Yoshida et al. 2015 submitted GRL
SEA cruise 2012,,,,,,,,,,,,,,,,,,
SEA1,SEA 2012,07-Oct-12,21:15,1,1,32.205,-123.865,18.7,33.18, 1.7 , 0.2 ,bd,, 1.60 , 0.22 ,bd,,Yoshida et al. 2015 submitted GRL
SEA2,SEA 2012,11-Oct-12,15:10,1,1,32.710,-130.835,20.4,33.83, 1.7 , 0.2 ,bd,, 1.59 , 0.20 ,bd,,Yoshida et al. 2015 submitted GRL
SEA3,SEA 2012,14-Oct-12,15:25,1,1,33.643,-133.400,20.4,33.29, 1.8 , 0.2 ,bd,, 1.69 , 0.21 ,bd,,Yoshida et al. 2015 submitted GRL
SEA4,SEA 2012,16-Oct-12,18:57,1,1,33.562,-135.435,21.6,33.82, 1.9 , 0.2 ,bd,, 1.80 , 0.24 ,bd,,Yoshida et al. 2015 submitted GRL
SEA5,SEA 2012,18-Oct-12,19:00,1,1,32.895,-137.227,22.2,34.67, 1.7 , 0.2 ,bd,, 1.63 , 0.21 ,bd,,Yoshida et al. 2015 submitted GRL
SEA6,SEA 2012,23-Oct-12,12:20,1,1,30.257,-140.682,23.2,35.02, 1.9 , 0.2 ,bd,, 1.78 , 0.22 ,bd,,Yoshida et al. 2015 submitted GRL
SEA7,SEA 2012,28-Oct-12,20:24,1,1,30.428,-145.750,24.3,35.45, 1.8 , 0.2 ,bd,, 1.73 , 0.18 ,bd,,Yoshida et al. 2015 submitted GRL
SEA8,SEA 2012,04-Nov-12,21:30,1,1,21.387,-152.007,25.7,35.09, 1.4 , 0.2 ,bd,, 1.31 , 0.21 ,bd,,Yoshida et al. 2015 submitted GRL
